﻿Spotify URI,Track Name,Artist Name,Album Name,Disc Number,Track Number,Track Duration (ms),Added By,Added At
"spotify:track:37MkbRqfMdO4qlNj7C4Wfa","The Great Escape - Album Version;","We Are Scientists","With Love And Squalor","1","8","198832","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:7D1ONerlSPQOpq1EfV84uU","The Last Goodbye","The Kills","Blood Pressures","1","8","219682","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:0VP6itispJkQ16KtKckI6g","The Perfect Life Does Not Exist","Ball Park Music","The Perfect Life Does Not Exist","1","1","201670","spotify:user:martinthetallguy","2018-01-29T06:38:46Z"
"spotify:track:6IhRSe0MHxlLkwEvdxv5PW","The Spells","Mrs. Magician","Strange Heaven","1","4","143666","spotify:user:martinthetallguy","2018-05-10T04:49:57Z"
"spotify:track:2SOuSTml41dWzqtxN4dklr","The State I Am in","Belle & Sebastian","Tigermilk","1","1","297986","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:5SnOyuBtyzufoXBAKOdcxD","The Unforgiven","Metallica","Metallica","1","4","387133","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:3x3zdepy3au5Uo81WIA9MG","The Will To Death","John Frusciante","The Will To Death","1","12","228426","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:2wzTHuw8nhFSXUU27x0PFa","There Goes The Fear","Doves","The Last Broadcast","1","3","414080","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:4c6vZqYHFur11FbWATIJ9P","There She Goes","The La's","The La's","1","5","162186","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:4CbMIryQEqj2t8ZMXL8SKu","Thirty Three","Loon Lake","Thirty Three - EP","1","4","216093","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:2zffJrsswcDnVhLW5sXYsp","Thunder","Mondo Cozmo","Plastic Soul","1","6","223400","spotify:user:martinthetallguy","2017-08-24T20:45:21Z"
"spotify:track:3cahGAUUQ0n55EjLBs2Wjo","Today","The Smashing Pumpkins","Siamese Dream (2011 - Remaster)","1","3","201173","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:0GO8y8jQk1PkHzS31d699N","Tongue Tied","Grouplove","Never Trust A Happy Song","1","2","218013","spotify:user:martinthetallguy","2017-11-07T17:26:47Z"
"spotify:track:4iCGSi1RonREsPtfEKYj5b","Tonight, Tonight","The Smashing Pumpkins","Mellon Collie and the Infinite Sadness (2012 - Remaster)","1","2","254626","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:0eyTLxTwEYvqWm6NYSvA01","Trash","Suede","The Best Of","1","3","245946","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:5n0CTysih20NYdT2S0Wpe8","Trouble","Cage The Elephant","Tell Me I'm Pretty","1","6","225973","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:11IJA30efHAJLO3qroPh5L","Turn","The Wombats","Beautiful People Will Ruin Your Life","1","3","207679","spotify:user:martinthetallguy","2018-05-18T10:37:22Z"
"spotify:track:0o3daOCqt971lBgWoahaQ1","Turn Into","Yeah Yeah Yeahs","Show Your Bones","1","11","247746","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
"spotify:track:4ePP9So5xRzspjLFVVbj90","Two Princes","Spin Doctors","Pocket Full Of Kryptonite","1","7","256733","spotify:user:martinthetallguy","2017-06-13T12:58:28Z"
